basalt	form	2	because these lavas are more viscous stickier than basalt , they tend to form thicker flows that travel shorter distances from the vent; consequently , andesite and dacite lavas typically build tall cones with steep slopes of more than 20 degrees	0	basalte	former	2	par ailleurs , lorsqu elles parviennent en surface le long d une faille dans la lithosphère une dorsale océanique , par exemple , elles sont liquéfiées par la décompression et forment des épanchements de basaltes dont on connaît la composition chimique du silicium , de l aluminium , du magnésium , du calcium et du fer	0	True
basalt	form	3	where the melt forms from a subducted plate , basalt-magma blobs rise up against the underside of the continental crust	0	basalte	former	3	la faille de thingvellir , les labyrinthes de sables enchantés du landmannalaugar , les colonnes de basalte qui forment d interminables orgues pour le concert des dieux , les glaciers que déchirent des gorges bleues et vertigineuses , comme celle de fjadrargljufur , près de kirkjubaejarklaustur , les icebergs impassibles des fjords , les cônes massacrés des volcans , ces dalles d église que la nature a taillées , à l est du mont klaustur , entre les glaces et la mer	0	True
basalt	form	4	the large scale of the tharsis shield volcanoes suggests that they formed from massive eruptions of fluid basalt over prolonged periods of time	0	basalte	former	4	les fonds océaniques , qui représentent 60 % de la surface du globe , sont formés de basalte	1	True
basalt	form	5	massive fissure eruptions in the geological past have generated extraordinarily voluminous lava flows that form large continental flood basalt provinces	0	basalte	former	5	en effet , la roche-mère de ces diamants , l éclogite , se forme lorsque les basaltes du plancher océanique s enfoncent dans le manteau , sous les plaques continentales	0	True
basalt	form	6	whereas basalt forms a a and pahoehoe lava , andesite generally produces blocky lava , which contains smooth-sided , angular fragments blocks that are not as splintery or vesicular as a a lava fragments	1	basalte	former	6	elle a formé les grandes coulées de basalte qui couvrent les paysages que nous traversons	0	True
basalt	form	7	hall rested rocks in a hot iron foundry and showed that molten basalt forms crystals if cooled slowly	1	basalte	former				True
basalt	form	8	the hexagonal columns of fingal s cave in scotland were formed by flood basalts , which can spill from fissures in the crust to form plateaus hundreds of feet deep	0	basalte	former				True
basalt	form	9	since komatiites were discovered in 1969 , the prevailing theory held that they formed , like the basalt lavas common today , at shallow depths and low pressures	0	basalte	former				True
basalt	form	10	23 catherine hickson above examines columns of basalt formed from cooling lava about 10,000 years ago near today s whistler , b.c	0	basalte	former				True
basalt	form	11	almost all of the magma erupted from hawaii s volcanoes forms dark gray to black volcanic rock called basalt , generally in the form of lava flows and , less commonly , as fragmented lava such as volcanic bombs , cinders , pumice , and ash	0	basalte	former				True
basalt	flow	1	g is for the giant s causeway giant s causeway northern ireland s most spectacular tourist attraction is a prime example of columnar jointing of a basalt lava flow	0	basalte	épancher	1	elle est constituée de roches sédimentaires calcaires déposées au fond d anciennes mers , de roches magmatiques issues de la solidification de magmas restés en profondeur granites ou épanchés en surface basaltes et de roches métamorphiques gneiss qui ont été transformés par des processus géologiques	0	False
basalt	flow	2	because these lavas are more viscous stickier than basalt , they tend to form thicker flows that travel shorter distances from the vent; consequently , andesite and dacite lavas typically build tall cones with steep slopes of more than 20 degrees	0	basalte	épancher				False
basalt	flow	3	this will only occur if the underlying basalt is fluid enough to flow , which has not proved to be the case at stromboli itself	1	basalte	épancher				False
basalt	flow	4	they are built up slowly by the accretion of thousands of highly fluid lava flows called basalt lava that spread widely over great distances , and then cool as thin , gently dipping sheets	0	basalte	épancher				False
basalt	flow	5	they are called basalt flows and there is a strong suspicion they caused the extinction of the dinosaurs	0	basalte	épancher				False
basalt	flow	6	extrusive igneous rocks , like the basalt lava flow in this photo , form at the earth s surface	0	basalte	épancher				False
basalt	flow	7	whereas the laki flow advance ~40 kilometers from its source fissure , the largest of the columbia river basalt flows travelled up to 500 kilometers west of their source fissures	0	basalte	épancher				False
basalt	flow	8	cross-sectional view of lava flows of the columbia river flood basalts , part of the lava plains of the western united states	0	basalte	épancher				False
basalt	flow	9	17 million years ago , huge molten-basalt flows from a hot spot created the columbia plateau in oregon and washington	0	basalte	épancher				False
basalt	flow	10	the term flood basalts appropriately describes these flows	0	basalte	épancher				False
basalt	flow	11	they say that almost every basalt flow can explain all the mass extinctions in earth s history	0	basalte	épancher				False
basalt	flow	12	these basalt flows and other associated rocks have large amounts of magnesium , indicating their origin in the depths of the mantle	0	basalte	épancher				False
basalt	flow	13	some basalts are more fluid and will flow at greater speeds than others	1	basalte	épancher				False
basalt	flow	14	shield volcanoes are made of thousands of thin basalt lava flows	0	basalte	épancher				False
basalt	flow	15	some 60-65 million years ago , basalt gushed onto the surface in a near-continuous flow to form india s deccan plateau	0	basalte	épancher				False
basalt	flow	16	cross-sections through shield volcanoes reveal numerous thin flow units of pahoehoe basalt , typically < 1 m thick	0	basalte	épancher				False
basalt	flow	17	thanks to new techniques for dating rocks , it is now possible to pinpoint a colossal basalt flow 65 million years ago which covered a third of the indian sub-continent	0	basalte	épancher				False
basalt	flow	18	sometimes several small lava channels will flow around subdued hills or high ground to produce a kipuka , an hawaiian term for island. in hawaii , these features are generally noted by their mature vegetation , which stands in contrast to the stark lack of vegetation in the younger , surrounding basalt flows	0	basalte	épancher				False
basalt	flow	19	the roza flow is typical in volume to many of the larger flows in the columbia river basalt province	0	basalte	épancher				False
basalt	flow	20	this photo shows a stack of lava flows in the columbia river flood basalt along the snake river south of asotin , washington	0	basalte	épancher				False
basalt	flow	21	the worst basalt flow of all struck 250 million years ago in siberia and coincides with the time when 95 per cent of the world s species went to the wall	0	basalte	épancher				False
basalt	flow	22	about 130-80 million years ago , in the age of dinosaurs , huge flows of basalt lava - called flood basalts -oozed from the floors of the pacific and indian oceans	0	basalte	épancher				False
basalt	flow	23	the volcanic mountains of hawaii have been built by the accumulation of basalt flows erupted over hundreds of thousands of years , as the pacific plate moved northwestward over the hot spot	0	basalte	épancher				False
cinder	blacken	1	on the fluor of the channel sprawled a field of ice and snow blackened by cinders and split by crevasses that gaped white in the enveloping mists	1	scorie	noir	1	juste un maillot de bain incollable sur la moindre plante accrochée à ce sol ingrat , intarissable sur le moindre oiseau de passage , étonnamment disert sur les divers types de laves , cet érudit crapahuteur invite les randonneurs à arpenter pampa herbeuse et hautes terres volcaniques , à courber l échine dans la bourrasque , à peiner dans les déserts de scories noires , à zigzaguer entre les bosses moussues , à s enfoncer dans le sol spongieux d une toundra marécageuse , à franchir à gué des torrents impétueux , à se faufiler au fond des failles et des canyons , à se glisser sous des cascades vertigineuses , à escalader des falaises escarpées truffées de macareux moines pour , ensuite , dévaler vers des grèves immenses matraquées par de puissants rouleaux et jonchées de bois d échouage venu , dit-on , de sibérie ! un pays fou où sterne arctique et grand labbe n hésitent pas à fondre en piqué sur les importuns qui s approchent trop de leurs couvées et où , à peine débarqué de l avion , à keflavik , votre guide vous lance : prenez juste un maillot de bain et on y va ! et vous vous retrouvez , quelques instants plus tard , dans un décor de science-fiction , barbotant dans l eau chaude , laiteuse et sulfureuse du blue lagoon , une piscine naturelle jouxtant une centrale géothermique	1	True
cinder	blacken				scorie	noir	2	effondrements intra-cratériques effusions cône adventif conduit d alimentation cheminée dispersion par le vent trajectoires paraboliques bombes faciès cœur de cône scories rouges faciès bas de cône scories noires pluie de cendres et lapilli éboulements retombées aériennes = saupoudrage figure 9.8 principaux types d édifices volcaniques	1	True
cinder	incandescent	1	strombolian eruptions are named for stromboli volcano off the west coast of italy , where a typical eruption consist of the rhythmic ejection of incandescent cinder , lapilli , and bombs to heights of a few tens or hundreds of feet meters	1	scorie	incandescent	1	aujourd hui encore , toutes les 10 minutes environ , l une des cinq bouches éruptives du cratère émet des panaches incandescents de scories , fragments de lave poreux , en de superbes paraboles de feu	0	True
cinder	incandescent	2	gas leaving the magma propelled incandescent cinder and ash as high as 1,900 feet 580 m above the vent	1	scorie	incandescent	2	il a donné son nom au type d activité volcanique dite strombolienne , s accompagnant d explosions avec projection de scories incandescentes	1	True
cinder	incandescent				scorie	incandescent	3	le dynamisme strombolien il s exprime par des explosions rythmiques qui projettent des blocs et des scories incandescents	1	True
cinder	red	1	from the barren , red cinder cones on the summit of mauna kea to the fern-lined craters and black sand beaches of puna , volcanic activity has combined with the subtropical climate to create the scenery that draws visitors from all over the world	1	scorie	rouge	1	effondrements intra-cratériques effusions cône adventif conduit d alimentation cheminée dispersion par le vent trajectoires paraboliques bombes faciès cœur de cône scories rouges faciès bas de cône scories noires pluie de cendres et lapilli éboulements retombées aériennes = saupoudrage figure 9.8 principaux types d édifices volcaniques	1	True
cinder	red	2	to understand why popocatepetl on tuesday started hurling 1.5-metre chunks of molten rock half a kilometre in the air and red hot cinders two km high , it s informative to examine why the mountain started smoking in the first place	1	scorie	rouge				True
cinder	red	3	in many eruptions , the froth is shattered explosively into small fragments that are hurled high into the air in the form of volcanic cinders red or black , volcanic ash commonly tan or gray , and volcanic dust	1	scorie	rouge				True
cinder	form	1	the high lava fountains of pu u o o produced black clouds of tephra , cooled bits of lava that collected downwind of the vent to form deposits of cinders and pele s hair	0	scorie	former	1	ces événements ont été reconstitués grâce à des études géologiques , des prélèvements sous-marins , et l étude de la pouzzolane , formée de scories volcaniques , dont la couche , sur l île aujourd hui connue sous le nom de théra , ou encore santorini sainte irène , atteint par endroits une trentaine de mètres	1	True
cinder	form	2	explosive eruptions caused by gas rapidly expanding and escaping from molten lava formed cinders that fell back around the vent , building up the cone to a height of 1,200 feet	1	scorie	former	2	c est un petit cône dont la paroi est abrupte , formé de scories soudées , se trouvant au-dessus du point d émission de la lave fluide pauvre en gaz fig	1	True
cinder	form	3	the magma which erupts from etna in the form of lava , ash and scoria a form of lava containing many bubbles of air , looking like cinders , forms by melting of rock in the earth s mantle , the layer immediately beneath the crust , at depths more than 30 kilometres below the surface	0	scorie	former	3	- les coulées rugueuses , morcelées , souvent épaisses , formant des tas de scories	0	True
cinder	form	4	tradewinds blew the tephra to the southwest , where it accumulated to form the cinder cones	1	scorie	former				True
cinder	form	5	as the gas-charged lava is blown violently into the air , it breaks into small fragments that solidify and fall as cinders around the vent to form a circular or oval cone	0	scorie	former				True
cinder	form	6	in many eruptions , the froth is shattered explosively into small fragments that are hurled high into the air in the form of volcanic cinders red or black , volcanic ash commonly tan or gray , and volcanic dust	0	scorie	former				True
cinder	form	7	puu puai , shown in this photo , is a cinder cones that formed during the 1959 eruption at kilauea iki crater	0	scorie	former				True
cinder	form	8	a cinder cones is a conical hill formed by the accumulation of cinders and other pyroclasts , normally of basaltic and andesitic composition bates and jackson , 1980 , p	0	scorie	former				True
cone	littoral	1	pu u o mahana is the site of hawaii s famous green sand beach, composed of the shiny green mineral olivine a magnesium-iron-silicate eroded from the littoral cone and concentrated by wave action	1	cône	littoral	1	en ces lieux se produisit indubitablement une éruption dont les coulées se jetèrent dans la mer; et le contact entre l eau et la roche en fusion , très explosif , donna naissance aux deux cônes littoraux	1	True
cone	littoral	2	the littoral cones that develop from these explosive ejections are typically open on the seaward side	1	cône	littoral				True
cone	littoral	3	the resulting steam explosions generated spatter , limu o pele , and pele s hair that accumulated on the sea cliff to make a littoral cone	1	cône	littoral				True
cone	littoral	4	lava from the tube added new land , extending the coastline and isolating the littoral cone	1	cône	littoral				True
cone	littoral	5	this photo shows a littoral cone that formed in october 1988	1	cône	littoral				True
cone	littoral	6	right abov : pu u o mahana , a prehistoric littoral cone of mauna loa , is the site of the big island s green-sand beach	1	cône	littoral				True
cone	littoral	7	littoral cones	1	cône	littoral				True
cone	littoral	8	littoral cones can develop at the water s edge from the accumulation of these airborne fragments	1	cône	littoral				True
cone	littoral	9	littoral cone	1	cône	littoral				True
cone	littoral	10	basalt exiting from lava tubes can also generate littoral cones from episodic explosions due to disruption of the lava stream by incoming waves or swells	1	cône	littoral				True
cone	littoral	11	larger deposits , however , are more permanent and form littoral cones , such as the 100-foot-high pu u o mahana , near the south tip of the big island , formed during a prehistoric mauna loa eruption	1	cône	littoral				True
cone	littoral	12	the interaction of lava and water generated an acidic steam plume , black sand , and , with the proper conditions , littoral cones	1	cône	littoral				True
cone	littoral	13	the exposed hot rocks and lava from the tube generated steam explosions that threw material back on the bench to produce a littoral cone	1	cône	littoral				True
cone	littoral	14	a littoral cone is a cone formed on a lava flow when it runs into a body of water , usually the sea	1	cône	littoral				True
cone	littoral	15	although littoral cones have a hydrovolcanic orgin , they are not true hydrovolcanic vents	1	cône	littoral				True
cone	perfectvolcanic	1	by mark hodson two hundred years ago , a hole appeared in the ground somewhere in western elsalvador and a huge fountain of lava and ash spewed out to form a perfectvolcanic cone 4,000ft high	1	cône	parfait	1	l île n est qu un immense volcan , un cône presque parfait de 2 531 mètres qui semble jaillir d un seul bloc de l océan	1	False
cone	perfectvolcanic				cône	parfait	2	au nicaragua , le momotombo 1 191 m présente une cône parfait et le masaya 635 m un lac de lave épisodique	1	False
cone	perfectvolcanic				cône	parfait	3	asie , ph vi.19 le cône parfait du mayon 2 462 m dans l île de luçon aux philippines	1	False
cone	perfectvolcanic				cône	parfait	4	le cône parfait de ce strato-volcan , culminant à 3 776 m , se reflétant dans des lacs bordés de cerisiers en fleur , a inspiré les poètes	1	False
cone	perfectvolcanic				cône	parfait	5	<#geo-15-5> nos plus beaux sites naturels : auvergne la chaîne des volcans a l ouest et au sud de clermont-ferrand , alignés sur 35 kilomètres , plus de quatre-vingts volcans déroulent le panorama de leurs cônes parfaits	1	False
cone	perfectvolcanic				cône	parfait	6	enveloppé d un manteau de glace , son cône parfait est saupoudré de scories et de cendres	1	False
cone	perfectvolcanic				cône	parfait	7	le choix est grand , à la mesure de tous les moyens physiques ou financiers , depuis le cône , petit mais parfait , du puy pariou jusqu à l immense kilimandjaro enneigé	1	False
cone	perfectvolcanic				cône	parfait	8	d après la légende , ce cône parfait , emblème du japon , est l œuvre d un géant	1	False
cone	perfectvolcanic				cône	parfait	9	cône parfait , de 924 m de haut , au pied duquel s accrochent les maisons des deux villages , comme des coquilles marines au dos d un rocher	1	False
cone	perfectvolcanic				cône	parfait	10	le motif est celui-là même qui offre son horizon au sud-est de la capitale , où la sierra nevada se conclut par deux volcans majeurs : la longue silhouette bosselée de l ixtaccihuatl 5 286 mètres côté jardin , et le cône parfait du popocatépetl 5 452 mètres côté cour	1	False
cone	upstart	1	smoldering colima in jalisco state is considered that nation s most dangerous volcano , but we know now that it is only an upstart cone growing out of the side of a previously collapsed one	0	cône	escalader	1	nous escaladons le cône actif , du coté opposé à la cascade , pour en apercevoir l intérieur	1	False
cone	upstart				cône	escalader	2	des vignobles qui escaladent les flancs des collines vérolées de cônes entourés d un muret circulaire pour abriter les ceps du vent	0	False
cone	composite	1	large composite cones may generate a type of mudflow known as a lahar	1	cône	composite	1	elles ont contribué à édifier le cône , composite , formé à la fois de laves et de projections	1	True
cone	composite	2	nu\e9e ardente and lahar are phenomena associated wit : composite cones 10	1	cône	composite				True
cone	composite	3	stratovolcanoes , also known as composite cones , are the most picturesque and the most deadly of the volcano types	1	cône	composite				True
cone	composite	4	composite cones represent the most violent type of volcanic activity	1	cône	composite				True
cone	composite	5	large composite cones often generate a mudflow called by its indonesian name lahar	1	cône	composite				True
cone	composite	6	composite cones are produced when relatively viscous lavas of andesitic composition are extruded	1	cône	composite				True
cone	composite	7	a large composite cone , washington state s mt	1	cône	composite				True
cone	composite	8	most active composite cones are in a narrow zone that encircles the pacific ocean , appropriately named the ring of fire	1	cône	composite				True
cone	composite	9	alternating layers of ash and lava build up a steep cone , known as a stratovolcano or composite cone	1	cône	composite				True
cone	composite	10	helens and the eruptive histories of other cascade volcanoes continue to improve public awareness and understanding of these potentially dangerous peaks.in contrast to kilauea , cascade volcanoes erupt a variety of magma types that generate a wide range of eruptive behavior and build steepsided cones known as composite volcanoes	0	cône	composite				True
cone	composite	11	geologists generally group volcanoes into four main kinds--cinder cones , composite volcanoes , shield volcanoes , and lava domes	0	cône	composite				True
cone	composite	12	a composite cone may extrude viscous lava for long periods	1	cône	composite				True
cone	composite	13	just as shield volcanoes owe their shape to the highly fluid nature of the extruded lavas , so too do composite cones reflect the nature of the erupted material	1	cône	composite				True
cone	composite	14	73 composite cone stratovolcano p	1	cône	composite				True
cone	composite	15	earth s most picturesque volcanoes are composite cones	1	cône	composite				True
cone	composite	16	composite cones , or stratovolcanoes , are large , nearly symmetrical structures built of interbedded lavas and pyroclastic deposits	1	cône	composite				True
cone	composite	17	photo by tad nichols figure 4.13 mount shasta , california , one of the largest composite cones in the cascade range	1	cône	composite				True
cone	composite	18	a composite cone or stratovolcano is a large , nearly symmetrical structure composed of alternating lava flows and pyroclastic deposits , emitted mainly from a central vent	1	cône	composite				True
cone	composite	19	terns and characteristic form : shield volcanoes , cinder cones , and composite cones	1	cône	composite				True
cone	composite	20	composite cones represent the most violent volcanic activity	1	cône	composite				True
cone	composite	21	courtesy of p vauthey/sygma figure 4.27 locations of several of the larger composite cones that comprise the cascade range	1	cône	composite				True
cone	overlapping	1	subsequent eruptions have rebuilt a steep cone of overlapping lava domes similar to the cone that existed just before the 1883 landslide	0	cône	superposer	1	volcans externes , avec plateaux de basaltes mesas ou planèzes , dykes et necks , caldeira d explosion et cône superposé ; laccolithes et plutons , batholithes granitiques avec pendentifs et enclaves , coupoles	1	False
cone	overlapping	2	eruptions of andesitic lava flows between 1953 and 1960 built a new cone on trident s southwest flank , adding yet another to the volcano s older complex of three overlapping cones hence the name trident	1	cône	superposer				False
cone	parasitic	1	they can occur as discrete volcanoes on basaltic lava fields , or as parasitic cones generated by flank eruptions on shield volcanoes and stratovolcanoes	1	cône	adventif	1	sur ces flancs ont poussé quelque 250 cônes et cratères adventifs localisés pour leur grande majorité le long des fractures qui marquent le massif	1	False
cone	parasitic	2	these eruptions can generate cone-shaped accumulations of volcanic material , called parasitic cones	1	cône	adventif	2	en effet , même si un volcan connaît habituellement un seul type d éruption , il peut exceptionnellement en changer de la même façon qu un homme généralement placide devient à l occasion colérique ! les différents types d éruption eruption hawaïenne : - rift - caldera et lac de lave - fontaines de lave - coulée - magma eruption fissurale : - cratères alignés - fissure éruptive - coulées - dyke eruption strombolienne : - magma - cône adventif - coulée - cratère - retombée de cendres et de bombes eruption vulcanienne : - cône adventif -magma - cratère - retombée de cendres et de blocs eruption péléenne à nuées ardentes : - nuée ardente - magma - fissure - dôme eruption d effondrement : - calderas emboîtées - coulée - cône - magma la fantastique navigation des volcanologues russes en 1938 , lors de l activité du klioutchevskaia , au kamtchatka , popkov et ivanov , deux savants intrépides , montèrent sur une plaque de lave solidifiée qui flottait sur une coulée d une température de 900°c et avançant de 30 mètres par minute	1	False
cone	parasitic	3	it is one of several parasitic cones on the northwest flank of las pilas volcano	1	cône	adventif	3	un autre lac de lave a pris le relais depuis le début 1991 dans le cratère du puuoo , cône adventif du kilauea , de 250 m de haut pu u signifie colline en langue polynésienne par opposition à mauna la montagne et oo était un oiseau endémique des forêts de l île , disparu depuis	1	False
cone	parasitic	4	pyroclastic deposits are minor < 1% and of limited dispersal , generally from flank eruptions associated with parasitic scoria cones , or from rare , localized hydrovolcanic eruptions	0	cône	adventif	4	effondrements intra-cratériques effusions cône adventif conduit d alimentation cheminée dispersion par le vent trajectoires paraboliques bombes faciès cœur de cône scories rouges faciès bas de cône scories noires pluie de cendres et lapilli éboulements retombées aériennes = saupoudrage figure 9.8 principaux types d édifices volcaniques	1	False
cone	parasitic	5	every few seconds , hundreds of bombs burst like fireworks from etna s newest parasitic cone , falling in a graceful arc and landing on the steep slope with the rhythmic sound of a breaking wave	1	cône	adventif	5	quant à la seconde patate , celle de macdonald , elle n est faite que d un volcan principal de plus de 70 kilomètres de diamètre à sa base , flanqué de petits cônes adventifs , et on n y a pas vu de dépôts hydrothermaux importants , mais seulement des traces d oxydes métalliques	1	False
cone	symmetrical	1	helens a composite volcano or stratovolcano , a term for steepsided , often symmetrical cones constructed of alternating layers of lava flows , ash , and other volcanic debris	1	cône	symétrique	1	son cône symétrique se trouve dans un massif volcanique situé à l intérieur de la caldera du karymsky , effondrée il y a 77 000 ans	1	True
cone	symmetrical	2	they are typically steep-sided , symmetrical cones of large dimension built of alternating layers of lava flows , volcanic ash , cinders , blocks , and bombs and may rise as much as 8,000 feet above their bases	1	cône	symétrique				True
cone	symmetrical	3	what we get up to is barely a science. so why bother tryin ? asks don rufino , standing in front of the 5,465-metre 17,930ft symmetrical cone. if the volcano decides it s time , we won t have time to do anything about it. he is more worried about soldiers enforcing the ban on going within six miles of the crater , which prevents villagers reaching their fields to harvest their maize	1	cône	symétrique				True
cone	symmetrical	4	one of the most active volcanoes in cook inlet is augustine , whose symmetrical cone rises 1,254 meters above the sea	1	cône	symétrique				True
cone	symmetrical	5	rising 700 feet from its base , a cone of cinder sits symmetrical as sand in an hourglass on the park s northeast edge	1	cône	symétrique				True
cone	drop	1	2 if the level of magma in this chamber drops , the top of the cone may collapse into it , forming a giant crater called a caldera	0	cône	effondrer	1	aussitôt , l énorme gonflement perché sur le flanc nord du cône s effondra	0	False
crater	pocked	1	the region s geology is best seen at lava beds national monument , but it s a land more suitable for trolls than people , a plateau of sagebrush badlands pocked with pit craters , caves , gunmetal gray spatter cones , and dumps of grotesquely shaped lava that volcano-savvy hawaiians named a a , perhaps for what happens when you walk barefoot on it	1	cratère	cribler	1	en surface , ganymède dispose d une atmosphère ténue contenant de l oxygène callisto situé à 1,9 million de kilomètres de jupiter , doté d une surface sombre , criblée de cratères , callisto semblait n être qu un astre mort , ennuyeux	1	False
crater	pocked	2	these features are young , the scientists said , because their surfaces are smooth and light in color , compared with old regions pocked with craters and covered with dark dust	1	cratère	cribler				False
crater	enlarge	1	it rises slowly or is blown out , often , enlarging the crater	1	cratère	béant	1	quand un cratère béant - témoin d une éruption majeure d il ya quelques siècles ou quelques millénaires ? - s ouvre sur notre gauche , nous comprenons que nous entrons dans le territoire de nkaï , le vulcain masaï	1	False
crater	enlarge	2	helens was in full fury , further enlarging the crater as smaller slide blocks fell into the vent and were blasted away	1	cratère	béant	2	je vous propose de m accompagner pour un tour du monde magmatique , de cônes fumants en cratères béants	1	False
crater	enlarge	3	helens from johnston ridge on march 30 , 1987 photograph by lyn topinka; through april 1990 , the composite dome inside the crater has not enlarged since the last eruptive period in october 1986	0	cratère	béant	3	nous arrivons au bord du cratère actif , béant	1	False
crater	emanate	1	local collapse along such fractures can generate a linear system of pit craters that emanate away from many basaltic calderas and summit craters	1	cratère	rejeter	1	la fissure le long de laquelle des cratères rejettent des cendres en fusion depuis plus d une semaine est connue des spécialistes : une éruption a déjà eu lieu au même endroit , en 1938	1	False
crater	emanate	2	the west side of the image shown here , for example , contains dark flows that emanate from a shallow summit crater and traveled west along a lava channel	0	cratère	rejeter	2	selon la légende , il tomba ou se précipite ? dans un des cratères de l etna , qui ne rejeta qu une de ses sandales	1	False
crater	hurl	1	although large eruptions and lava flows are uncommon , smaller eruptions occur very frequently and often hurl blobs of lava above the crater rim	0	cratère	précipiter	1	ainsi , en 1638 , les japonais précipitèrent de nombreux chrétiens dans le cratère de l unzen-dake	0	True
crater	hurl	2	the gases , lava and flying rocks hurled from the depths make the crater far too dangerous for human exploration	0	cratère	précipiter	2	selon la légende , il tomba ou se précipite ? dans un des cratères de l etna , qui ne rejeta qu une de ses sandales	0	True
crater	hurl	3	such collapses , in turn , could hurl rock fragments onto the crater floor and possibly trigger small pyroclastic flows through the crater breach and down the north flank of the mountain toward spirit lake	0	cratère	précipiter				True
debris	chock-full	1	occasionally , the gas thrust region may become so chock-full of debris that its high density cannot be supported by the thrust of expanding gases	1	débris	combler	1	un rectangle d une dizaine de kilomètres de longueur sur deux à trois de large le long de ce qui fut la rivière mizunashi , aujourd hui comblée par les débris volcaniques , a été déclarée zone dangereuse , et huit mille personnes ont été évacuées	1	False
debris	gritty	1	a layer of gritty debris coated the capital area and forced the temporary shutdown of the international airport there	1	débris	rocheux	1	le filet d acier isolé avec de l amiante surchargé de 92 tonnes de gros blocs de béton et les débris d un éperon rocheux que les artificiers italiens et américains ont fait sauter sont tombés ensemble à l entrée du tunnel et ont obstrué celui-ci	0	False
debris	gritty				débris	rocheux	2	<#kra-4-15> a-t-on observé des volcans sur d autres planètes ? dans l espace , évoluent des débris rocheux , les météorites	1	False
debris	gritty				débris	rocheux	3	en outre , des artificiers essayeront de faire sauter un éperon rocheux dont les débris devraient , eux aussi , tomber dans le chenal	0	False
debris	impound	1	devastating mudflows or floods or both could be triggered by any or all of the followin : heavy rainfall during storms , melting of snow and ice by hot eruptive products especially pyroclastic flows , or sudden failure of one of the lakes impounded by the debris avalanche deposits	1	débris	charger	1	depuis 1976 , l étude des dépôts émis par le volcan au fil des millénaires a montré que les nuées ardentes des gaz à très haute température , chargés de débris de toutes tailles et propulsés à très grande vitesse , analogues à celles qu ont vomies la montagne pelée et d autres volcans d arc , ont dévalé à maintes reprises les flancs de la soufrière	1	False
debris	impound				débris	charger	2	chacune de celles-ci a projeté très haut dans l atmosphère des panaches chargés de débris de roches volcaniques qui ont provoqué de véritables averses de ponces et de cendres sur toute la région	1	False
debris	impound				débris	charger	3	neige et glace fondent lorsque le magma monte , ce qui produit l eau nécessaire à la formation des lahars , des torrents chargés de débris de produits volcaniques de toutes tailles	1	False
